 NP
   0.0000000000000000     
   0.0000000000000000     
    2.82500000    2.82500000    0.00000000
    2.82500000    0.00000000    2.82500000
    0.00000000    2.82500000    2.82500000
          18
         125
     rcell x    rcell y    rcell z     i     j   H   S
    8.4750    8.4750   11.3000       8      15    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       8      16    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       8      17    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       8      18    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9       1   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9       2    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000       9       3    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000       9       4    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000       9       5    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9       6    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9       7    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9       8    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9       9    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9      10   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9      11    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000       9      12    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000       9      13    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000       9      14    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9      15    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9      16    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9      17    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000       9      18    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10       1   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10       2    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      10       3    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      10       4    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      10       5    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10       6   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10       7   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10       8   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10       9   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10      10   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10      11    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      10      12    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      10      13    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      10      14    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10      15   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10      16   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10      17   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      10      18   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      11       1   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      11       2    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      11       3    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      11       4    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      11       5    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      11       6   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      11       7   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      11       8   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      11       9   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      11      10   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      11      11    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      11      12    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      11      13    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      11      14    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      11      15   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      11      16   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      11      17   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      11      18   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12       1   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12       2    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      12       3    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      12       4    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      12       5   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12       6   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12       7   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12       8   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12       9   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12      10   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12      11    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      12      12    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      12      13    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      12      14   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12      15   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12      16   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12      17   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      12      18   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13       1   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13       2    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      13       3    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      13       4    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      13       5    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13       6   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13       7   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13       8   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13       9   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13      10   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13      11    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      13      12    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      13      13    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      13      14    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13      15   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13      16   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13      17   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      13      18   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      14       1    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      14       2   -0.00000010    0.00000000    0.00000002
    8.4750    8.4750   11.3000      14       3    0.00000010    0.00000000   -0.00000002
    8.4750    8.4750   11.3000      14       4    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      14       5   -0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      14       6    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      14       7    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      14       8   -0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      14       9    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      14      10    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      14      11   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      14      12    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      14      13    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      14      14    0.00000002    0.00000000   -0.00000001
    8.4750    8.4750   11.3000      14      15    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      14      16    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      14      17    0.00000001    0.00000000   -0.00000001
    8.4750    8.4750   11.3000      14      18   -0.00000001    0.00000000    0.00000001
    8.4750    8.4750   11.3000      15       1   -0.00000024    0.00000000    0.00000002
    8.4750    8.4750   11.3000      15       2    0.00000039    0.00000000   -0.00000007
    8.4750    8.4750   11.3000      15       3    0.00000039    0.00000000   -0.00000007
    8.4750    8.4750   11.3000      15       4    0.00000030    0.00000000   -0.00000005
    8.4750    8.4750   11.3000      15       5    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      15       6   -0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      15       7    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      15       8    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      15       9    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      15      10   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      15      11    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      15      12    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      15      13    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      15      14    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      15      15    0.00000002    0.00000000   -0.00000001
    8.4750    8.4750   11.3000      15      16   -0.00000004    0.00000000    0.00000003
    8.4750    8.4750   11.3000      15      17   -0.00000004    0.00000000    0.00000002
    8.4750    8.4750   11.3000      15      18   -0.00000004    0.00000000    0.00000002
    8.4750    8.4750   11.3000      16       1   -0.00000043    0.00000000    0.00000003
    8.4750    8.4750   11.3000      16       2    0.00000050    0.00000000   -0.00000008
    8.4750    8.4750   11.3000      16       3    0.00000050    0.00000000   -0.00000008
    8.4750    8.4750   11.3000      16       4    0.00000084    0.00000000   -0.00000014
    8.4750    8.4750   11.3000      16       5    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      16       6    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      16       7    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      16       8    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      16       9    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      16      10   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      16      11    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      16      12    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      16      13    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      16      14    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      16      15   -0.00000004    0.00000000    0.00000003
    8.4750    8.4750   11.3000      16      16   -0.00000005    0.00000000    0.00000003
    8.4750    8.4750   11.3000      16      17   -0.00000008    0.00000000    0.00000005
    8.4750    8.4750   11.3000      16      18   -0.00000008    0.00000000    0.00000005
    8.4750    8.4750   11.3000      17       1   -0.00000060    0.00000000    0.00000005
    8.4750    8.4750   11.3000      17       2    0.00000070    0.00000000   -0.00000012
    8.4750    8.4750   11.3000      17       3    0.00000084    0.00000000   -0.00000014
    8.4750    8.4750   11.3000      17       4    0.00000107    0.00000000   -0.00000018
    8.4750    8.4750   11.3000      17       5   -0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      17       6    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      17       7    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      17       8    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      17       9    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      17      10   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      17      11    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      17      12    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      17      13    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      17      14    0.00000001    0.00000000   -0.00000001
    8.4750    8.4750   11.3000      17      15   -0.00000004    0.00000000    0.00000002
    8.4750    8.4750   11.3000      17      16   -0.00000008    0.00000000    0.00000005
    8.4750    8.4750   11.3000      17      17   -0.00000010    0.00000000    0.00000006
    8.4750    8.4750   11.3000      17      18   -0.00000012    0.00000000    0.00000007
    8.4750    8.4750   11.3000      18       1   -0.00000060    0.00000000    0.00000005
    8.4750    8.4750   11.3000      18       2    0.00000084    0.00000000   -0.00000014
    8.4750    8.4750   11.3000      18       3    0.00000070    0.00000000   -0.00000012
    8.4750    8.4750   11.3000      18       4    0.00000107    0.00000000   -0.00000018
    8.4750    8.4750   11.3000      18       5    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      18       6    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      18       7    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      18       8    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      18       9    0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      18      10   -0.00000000    0.00000000    0.00000000
    8.4750    8.4750   11.3000      18      11    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      18      12    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      18      13    0.00000000    0.00000000   -0.00000000
    8.4750    8.4750   11.3000      18      14   -0.00000001    0.00000000    0.00000001
    8.4750    8.4750   11.3000      18      15   -0.00000004    0.00000000    0.00000002
    8.4750    8.4750   11.3000      18      16   -0.00000008    0.00000000    0.00000005
    8.4750    8.4750   11.3000      18      17   -0.00000012    0.00000000    0.00000007
    8.4750    8.4750   11.3000      18      18   -0.00000010    0.00000000    0.00000006
    0.0000    0.0000  -11.3000       1       1   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       1       2    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       1       3    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       1       4   -0.00000040    0.00000000    0.00000002
    0.0000    0.0000  -11.3000       1       5    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       1       6   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       1       7    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       1       8    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       1       9    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       1      10   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       1      11    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       1      12    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       1      13   -0.00000001    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       1      14    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       1      15   -0.00044626    0.00000000    0.00003367
    0.0000    0.0000  -11.3000       1      16   -0.00001610    0.00000000    0.00000121
    0.0000    0.0000  -11.3000       1      17    0.00011272    0.00000000   -0.00000850
    0.0000    0.0000  -11.3000       1      18    0.00011272    0.00000000   -0.00000850
    0.0000    0.0000  -11.3000       2       1    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       2       2   -0.00000025    0.00000000    0.00000002
    0.0000    0.0000  -11.3000       2       3    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       2       4    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       2       5    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       2       6    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       2       7    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       2       8   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       2       9    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       2      10   -0.00000013    0.00000000    0.00000001
    0.0000    0.0000  -11.3000       2      11   -0.00000004    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       2      12    0.00000004    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       2      13   -0.00000028    0.00000000    0.00000002
    0.0000    0.0000  -11.3000       2      14    0.00001544    0.00000000   -0.00000261
    0.0000    0.0000  -11.3000       2      15   -0.00014804    0.00000000    0.00002501
    0.0000    0.0000  -11.3000       2      16    0.00001042    0.00000000   -0.00000176
    0.0000    0.0000  -11.3000       2      17   -0.00007293    0.00000000    0.00001232
    0.0000    0.0000  -11.3000       2      18    0.00003514    0.00000000   -0.00000594
    0.0000    0.0000  -11.3000       3       1    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       3       2    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       3       3   -0.00000025    0.00000000    0.00000002
    0.0000    0.0000  -11.3000       3       4    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       3       5    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       3       6    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       3       7    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       3       8    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       3       9   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       3      10   -0.00000013    0.00000000    0.00000001
    0.0000    0.0000  -11.3000       3      11    0.00000004    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       3      12   -0.00000004    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       3      13   -0.00000028    0.00000000    0.00000002
    0.0000    0.0000  -11.3000       3      14   -0.00001544    0.00000000    0.00000261
    0.0000    0.0000  -11.3000       3      15   -0.00014804    0.00000000    0.00002501
    0.0000    0.0000  -11.3000       3      16    0.00001042    0.00000000   -0.00000176
    0.0000    0.0000  -11.3000       3      17    0.00003514    0.00000000   -0.00000594
    0.0000    0.0000  -11.3000       3      18   -0.00007293    0.00000000    0.00001232
    0.0000    0.0000  -11.3000       4       1    0.00000040    0.00000000   -0.00000002
    0.0000    0.0000  -11.3000       4       2    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       4       3    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       4       4    0.00000590    0.00000000   -0.00000058
    0.0000    0.0000  -11.3000       4       5    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       4       6    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       4       7    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       4       8    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       4       9    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       4      10    0.00000090    0.00000000   -0.00000004
    0.0000    0.0000  -11.3000       4      11   -0.00000028    0.00000000    0.00000002
    0.0000    0.0000  -11.3000       4      12   -0.00000028    0.00000000    0.00000002
    0.0000    0.0000  -11.3000       4      13    0.00000190    0.00000000   -0.00000014
    0.0000    0.0000  -11.3000       4      14    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       4      15    0.00084908    0.00000000   -0.00014346
    0.0000    0.0000  -11.3000       4      16    0.00003514    0.00000000   -0.00000594
    0.0000    0.0000  -11.3000       4      17   -0.00023055    0.00000000    0.00003896
    0.0000    0.0000  -11.3000       4      18   -0.00023055    0.00000000    0.00003896
    0.0000    0.0000  -11.3000       5       1    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5       2    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5       3    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       5       4    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5       5    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5       6    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5       7    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5       8    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5       9    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       5      10    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5      11   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5      12    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       5      13    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5      14    0.00000001    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5      15    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5      16    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       5      17    0.00000007    0.00000000    0.00000003
    0.0000    0.0000  -11.3000       5      18   -0.00000007    0.00000000   -0.00000003
    0.0000    0.0000  -11.3000       6       1   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       6       2    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       6       3    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       6       4   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       6       5    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       6       6    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       6       7    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       6       8    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       6       9    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       6      10   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       6      11    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       6      12    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       6      13   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       6      14    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       6      15    0.00000225    0.00000000    0.00000096
    0.0000    0.0000  -11.3000       6      16    0.00000012    0.00000000    0.00000005
    0.0000    0.0000  -11.3000       6      17   -0.00000069    0.00000000   -0.00000029
    0.0000    0.0000  -11.3000       6      18   -0.00000069    0.00000000   -0.00000029
    0.0000    0.0000  -11.3000       7       1    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7       2    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7       3    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7       4    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7       5    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7       6    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7       7    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7       8    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7       9    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7      10   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7      11   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7      12   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7      13   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7      14    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       7      15    0.00000012    0.00000000    0.00000005
    0.0000    0.0000  -11.3000       7      16    0.00000001    0.00000000    0.00000001
    0.0000    0.0000  -11.3000       7      17    0.00000005    0.00000000    0.00000002
    0.0000    0.0000  -11.3000       7      18    0.00000005    0.00000000    0.00000002
    0.0000    0.0000  -11.3000       8       1    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       8       2    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       8       3    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       8       4    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       8       5    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       8       6    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       8       7    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       8       8   -0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       8       9    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       8      10    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       8      11    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       8      12   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       8      13    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       8      14    0.00000007    0.00000000    0.00000003
    0.0000    0.0000  -11.3000       8      15   -0.00000069    0.00000000   -0.00000029
    0.0000    0.0000  -11.3000       8      16    0.00000005    0.00000000    0.00000002
    0.0000    0.0000  -11.3000       8      17   -0.00000030    0.00000000   -0.00000013
    0.0000    0.0000  -11.3000       8      18    0.00000017    0.00000000    0.00000007
    0.0000    0.0000  -11.3000       9       1    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       9       2    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       9       3    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       9       4    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       9       5    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       9       6    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       9       7    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       9       8    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       9       9   -0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       9      10    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       9      11   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000       9      12    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       9      13    0.00000000    0.00000000   -0.00000000
    0.0000    0.0000  -11.3000       9      14   -0.00000007    0.00000000   -0.00000003
    0.0000    0.0000  -11.3000       9      15   -0.00000069    0.00000000   -0.00000029
    0.0000    0.0000  -11.3000       9      16    0.00000005    0.00000000    0.00000002
    0.0000    0.0000  -11.3000       9      17    0.00000017    0.00000000    0.00000007
    0.0000    0.0000  -11.3000       9      18   -0.00000030    0.00000000   -0.00000013
    0.0000    0.0000  -11.3000      10       1   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000      10       2   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000      10       3   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000      10       4   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000      10       5    0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000      10       6   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000      10       7   -0.00000000    0.00000000    0.00000000
    0.0000    0.0000  -11.3000      10       8   -0.00000000    0.00000000    0.00000000
